id	f0	f1	y
3218	36	28	1
3219	25	92	0
3220	3	12	0
3221	31	76	0
3222	20	42	0
3223	94	62	0
3224	10	81	0
3225	68	95	0
3226	64	36	1
3227	51	5	0
3228	40	39	1
3229	68	56	1
3230	84	62	0
3231	11	100	0
3232	34	45	1
3233	51	11	0
3234	37	78	0
3235	99	56	0
3236	50	83	0
3237	44	26	1
3238	54	14	0
3239	47	7	0
3240	62	32	1
3241	89	42	0
3242	29	47	1
3243	66	60	1
3244	80	47	0
3245	67	58	1
3246	65	36	1
3247	27	34	1
3248	44	61	1
3249	55	93	0
3250	100	33	0
3251	14	47	0
3252	89	100	0
3253	31	43	1
3254	56	58	1
3255	16	37	0
3256	96	57	0
3257	46	96	0
3258	99	32	0
3259	82	61	0
3260	72	49	1
3261	50	51	1
3262	14	10	0
3263	50	33	1
3264	52	94	0
3265	75	83	0
3266	67	47	1
3267	54	11	0
3268	39	34	1
3269	0	56	0
3270	10	87	0
3271	62	96	0
3272	17	37	0
3273	64	29	1
3274	40	40	1
3275	10	96	0
3276	2	37	0
3277	29	10	0
3278	40	17	0
3279	47	98	0
3280	69	67	1
3281	48	27	1
3282	77	9	0
3283	86	50	0
3284	17	86	0
3285	78	52	0
3286	45	8	0
3287	59	46	1
3288	62	51	1
3289	70	79	0
3290	94	13	0
3291	64	56	1
3292	84	12	0
3293	51	9	0
3294	9	88	0
3295	55	22	0
3296	80	18	0
3297	69	84	0
3298	32	30	1
3299	56	8	0
3300	52	45	1
3301	50	9	0
3302	40	69	1
3303	25	23	0
3304	26	33	1
3305	55	84	0
3306	77	37	0
3307	23	71	0
3308	53	0	0
3309	71	25	0
3310	78	8	0
3311	17	13	0
3312	46	64	1
3313	63	77	0
3314	22	75	0
3315	8	83	0
3316	93	62	0
3317	71	66	1
3318	39	13	0
3319	2	1	0
3320	44	14	0
3321	51	82	0
3322	7	43	0
3323	41	37	1
3324	35	13	0
3325	25	78	0
3326	31	78	0
3327	22	69	0
3328	82	65	0
3329	18	39	0
3330	52	76	0
3331	84	0	0
3332	46	60	1
3333	58	52	1
3334	56	76	0
3335	84	68	0
3336	69	85	0
3337	80	53	0
3338	60	33	1
3339	0	13	0
3340	34	31	1
3341	100	51	0
3342	63	42	1
3343	60	19	0
3344	12	97	0
3345	79	25	0
3346	49	6	0
3347	5	82	0
3348	3	38	0
3349	9	94	0
3350	69	33	1
3351	75	13	0
3352	86	9	0
3353	1	19	0
3354	78	19	0
3355	27	92	0
3356	51	48	1
3357	7	31	0
3358	12	22	0
3359	45	85	0
3360	19	85	0
3361	1	88	0
3362	34	82	0
3363	60	62	1
3364	10	95	0
3365	1	90	0
3366	46	57	1
3367	71	85	0
3368	6	35	0
3369	58	84	0
3370	66	38	1
3371	75	87	0
3372	21	94	0
3373	78	57	0
3374	10	64	0
3375	100	42	0
3376	73	8	0
3377	64	53	1
3378	4	30	0
3379	11	95	0
3380	40	50	1
3381	67	34	1
3382	99	86	0
3383	80	23	0
3384	25	74	0
3385	96	23	0
3386	47	11	0
3387	58	2	0
3388	4	44	0
3389	43	83	0
3390	38	35	1
3391	62	82	0
3392	3	92	0
3393	84	37	0
3394	16	77	0
3395	92	37	0
3396	77	12	0
3397	93	54	0
3398	9	24	0
3399	4	41	0
3400	6	49	0
3401	76	92	0
3402	55	48	1
3403	53	48	1
3404	53	63	1
3405	67	53	1
3406	22	87	0
3407	67	50	1
3408	67	72	1
3409	79	77	0
3410	44	97	0
3411	72	32	1
3412	24	25	0
3413	64	78	0
3414	23	38	0
3415	80	71	0
3416	23	24	0
3417	80	45	0
3418	79	54	0
3419	97	85	0
3420	86	62	0
3421	30	12	0
3422	88	12	0
3423	49	41	1
3424	23	23	0
3425	3	62	0
3426	9	91	0
3427	33	44	1
3428	7	77	0
3429	20	68	0
3430	97	67	0
3431	20	17	0
3432	58	11	0
3433	93	80	0
3434	17	70	0
3435	31	14	0
3436	79	15	0
3437	40	34	1
3438	56	30	1
3439	2	8	0
3440	21	89	0
3441	25	91	0
3442	18	39	0
3443	97	63	0
3444	65	5	0
3445	59	66	1
3446	73	44	1
3447	32	6	0
3448	61	63	1
3449	91	81	0
3450	68	23	0
3451	84	99	0
3452	13	39	0
3453	17	32	0
3454	66	87	0
3455	83	80	0
3456	98	45	0
3457	50	94	0
3458	5	13	0
3459	27	4	0
3460	26	95	0
3461	57	86	0
3462	62	59	1
3463	39	41	1
3464	37	76	0
3465	58	20	0
3466	17	94	0
3467	77	67	0
3468	0	19	0
3469	48	62	1
3470	67	3	0
3471	42	74	1
3472	98	72	0
3473	53	86	0
3474	44	44	1
3475	48	42	1
3476	18	24	0
3477	15	89	0
3478	37	64	1
3479	26	6	0
3480	69	43	1
3481	0	20	0
3482	40	23	0
3483	62	26	1
3484	71	71	1
3485	18	89	0
3486	45	33	1
3487	99	8	0
3488	40	73	1
3489	34	98	0
3490	38	72	1
3491	30	10	0
3492	98	47	0
3493	8	28	0
3494	9	39	0
3495	18	89	0
3496	98	63	0
3497	99	100	0
3498	58	10	0
3499	43	72	1
3500	32	43	1
3501	72	30	1
3502	1	52	0
3503	16	97	0
3504	35	5	0
3505	50	40	1
3506	69	69	1
3507	27	59	1
3508	42	30	1
3509	21	38	0
3510	74	27	1
3511	54	82	0
3512	53	13	0
3513	8	45	0
3514	19	83	0
3515	100	67	0
3516	95	78	0
3517	18	67	0
3518	94	82	0
3519	19	74	0
3520	16	43	0
3521	4	59	0
3522	42	70	1
3523	68	45	1
3524	64	9	0
3525	37	58	1
3526	86	84	0
3527	9	1	0
3528	41	10	0
3529	54	46	1
3530	8	75	0
3531	45	1	0
3532	70	52	1
3533	63	40	1
3534	92	25	0
3535	22	49	0
3536	86	78	0
3537	30	35	1
3538	92	54	0
3539	83	4	0
3540	28	73	1
3541	9	24	0
3542	66	30	1
3543	83	84	0
3544	73	94	0
3545	0	16	0
3546	52	87	0
3547	94	37	0
3548	54	6	0
3549	46	48	1
3550	89	77	0
3551	41	99	0
3552	75	57	0
3553	77	40	0
3554	50	55	1
3555	70	58	1
3556	95	36	0
3557	78	14	0
3558	64	36	1
3559	32	13	0
3560	90	46	0
3561	5	79	0
3562	12	100	0
3563	18	5	0
3564	43	43	1
3565	12	34	0
3566	80	73	0
3567	2	91	0
3568	1	40	0
3569	22	49	0
3570	57	38	1
3571	98	70	0
3572	76	54	0
3573	30	26	1
3574	23	100	0
3575	33	3	0
3576	0	92	0
3577	43	60	1
3578	14	5	0
3579	8	32	0
3580	86	20	0
3581	74	90	0
3582	98	25	0
3583	41	29	1
3584	84	39	0
3585	41	89	0
3586	39	2	0
3587	50	3	0
3588	97	60	0
3589	5	64	0
3590	23	94	0
3591	28	75	0
3592	65	70	1
3593	46	3	0
3594	75	76	0
3595	98	42	0
3596	9	27	0
3597	55	65	1
3598	36	51	1
3599	4	30	0
3600	93	68	0
3601	1	92	0
3602	47	11	0
3603	58	33	1
3604	100	9	0
3605	75	11	0
3606	85	95	0
3607	96	93	0
3608	8	31	0
3609	82	23	0
3610	96	35	0
3611	12	12	0
3612	1	15	0
3613	81	84	0
3614	56	3	0
3615	3	60	0
3616	80	41	0
3617	3	91	0
3618	43	30	1
3619	55	43	1
3620	56	39	1
3621	72	57	1
3622	39	76	0
3623	40	30	1
3624	97	90	0
3625	1	7	0
3626	21	1	0
3627	70	70	1
3628	71	40	1
3629	14	52	0
3630	53	84	0
3631	99	46	0
3632	32	13	0
3633	81	46	0
3634	91	90	0
3635	33	8	0
3636	6	96	0
3637	5	17	0
3638	79	100	0
3639	43	74	1
3640	56	50	1
3641	47	84	0
3642	73	15	0
3643	3	59	0
3644	0	29	0
3645	83	56	0
3646	13	6	0
3647	90	9	0
3648	3	85	0
3649	8	62	0
3650	88	52	0
3651	30	50	1
3652	55	95	0
3653	98	22	0
3654	10	36	0
3655	57	47	1
3656	95	44	0
3657	60	52	1
3658	51	87	0
3659	81	40	0
3660	36	81	0
3661	72	31	1
3662	9	66	0
3663	38	1	0
3664	98	81	0
3665	71	23	0
3666	61	49	1
3667	40	32	1
3668	36	76	0
3669	99	32	0
3670	90	47	0
3671	61	64	1
3672	5	86	0
3673	17	90	0
3674	65	11	0
3675	46	100	0
3676	6	0	0
3677	17	72	0
3678	85	73	0
3679	95	2	0
3680	60	99	0
3681	5	13	0
3682	58	82	0
3683	12	47	0
3684	11	9	0
3685	76	40	0
3686	82	100	0
3687	56	66	1
3688	81	23	0
3689	58	20	0
3690	52	1	0
3691	85	6	0
3692	63	94	0
3693	64	51	1
3694	13	3	0
3695	21	63	0
3696	63	20	0
3697	2	91	0
3698	30	90	0
3699	10	77	0
3700	37	40	1
3701	26	6	0
3702	82	13	0
3703	54	13	0
3704	21	50	0
3705	79	32	0
3706	65	66	1
3707	13	72	0
3708	70	38	1
3709	35	94	0
3710	6	0	0
3711	5	67	0
3712	49	89	0
3713	11	91	0
3714	75	68	0
3715	29	88	0
3716	22	16	0
3717	94	65	0
3718	25	35	0
3719	85	83	0
3720	39	64	1
3721	35	28	1
3722	38	21	0
3723	91	97	0
3724	26	17	0
3725	73	27	1
3726	29	5	0
3727	50	66	1
3728	27	36	1
3729	14	60	0
3730	39	33	1
3731	62	87	0
3732	8	64	0
3733	61	57	1
3734	97	10	0
3735	10	43	0
3736	58	65	1
3737	80	97	0
3738	76	14	0
3739	5	74	0
3740	95	10	0
3741	84	58	0
3742	8	52	0
3743	26	9	0
3744	79	75	0
3745	71	14	0
3746	11	18	0
3747	100	41	0
3748	1	58	0
3749	64	4	0
3750	91	93	0
3751	45	44	1
3752	54	92	0
3753	95	19	0
3754	13	95	0
3755	89	88	0
3756	48	86	0
3757	25	46	0
3758	46	96	0
3759	67	25	0
3760	71	2	0
3761	89	13	0
3762	65	35	1
3763	75	33	0
3764	68	61	1
3765	99	57	0
3766	72	13	0
3767	94	67	0
3768	4	46	0
3769	13	58	0
3770	47	69	1
3771	99	58	0
3772	20	52	0
3773	32	91	0
3774	64	65	1
3775	22	31	0
3776	80	4	0
3777	52	80	0
3778	20	5	0
3779	11	28	0
3780	82	79	0
3781	92	31	0
3782	89	24	0
3783	65	48	1
3784	28	55	1
3785	30	37	1
3786	100	19	0
3787	62	22	0
3788	23	45	0
3789	66	92	0
3790	46	53	1
3791	53	70	1
3792	72	5	0
3793	94	3	0
3794	37	21	0
3795	4	68	0
3796	35	39	1
3797	18	36	0
3798	4	64	0
3799	15	54	0
3800	12	90	0
3801	66	54	1
3802	54	97	0
3803	59	100	0
3804	30	77	0
3805	17	31	0
3806	10	29	0
3807	56	64	1
3808	48	70	1
3809	36	47	1
3810	22	98	0
3811	75	52	0
3812	99	22	0
3813	49	20	0
3814	90	11	0
3815	68	88	0
3816	53	7	0
3817	67	75	0
3818	64	81	0
3819	65	51	1
3820	8	2	0
3821	50	47	1
3822	87	18	0
3823	65	55	1
3824	81	100	0
3825	45	37	1
3826	5	11	0
3827	31	65	1
3828	48	71	1
3829	55	74	1
3830	27	44	1
3831	100	69	0
3832	34	64	1
3833	80	81	0
3834	4	81	0
3835	82	46	0
3836	91	93	0
3837	99	94	0
3838	84	60	0
3839	3	38	0
3840	1	1	0
3841	91	77	0
3842	70	49	1
3843	4	40	0
3844	18	82	0
3845	2	98	0
3846	47	44	1
3847	67	16	0
3848	15	18	0
3849	90	82	0
3850	48	92	0
3851	31	6	0
3852	41	94	0
3853	22	92	0
3854	83	88	0
3855	44	86	0
3856	91	34	0
3857	3	14	0
3858	38	24	0
3859	94	64	0
3860	90	95	0
3861	62	27	1
3862	79	50	0
3863	34	69	1
3864	20	16	0
3865	91	98	0
3866	60	2	0
3867	17	90	0
3868	17	90	0
3869	56	95	0
3870	38	68	1
3871	57	86	0
3872	29	11	0
3873	13	54	0
3874	27	14	0
3875	100	58	0
3876	14	0	0
3877	93	53	0
3878	45	84	0
3879	97	46	0
3880	46	22	0
3881	64	58	1
3882	2	40	0
3883	63	73	1
3884	12	13	0
3885	38	22	0
3886	2	7	0
3887	83	72	0
3888	55	3	0
3889	75	93	0
3890	70	97	0
3891	82	47	0
3892	55	87	0
3893	99	34	0
3894	5	23	0
3895	30	11	0
3896	53	30	1
3897	68	60	1
3898	9	7	0
3899	34	50	1
3900	95	68	0
3901	16	87	0
3902	54	66	1
3903	69	25	0
3904	68	18	0
3905	77	68	0
3906	55	19	0
3907	29	29	1
3908	1	97	0
3909	68	69	1
3910	75	71	0
3911	51	40	1
3912	80	70	0
3913	63	73	1
3914	99	77	0
3915	20	55	0
3916	45	41	1
3917	80	8	0
3918	39	46	1
3919	26	40	1
3920	1	71	0
3921	58	42	1
3922	78	76	0
3923	75	35	0
3924	81	22	0
3925	7	97	0
3926	23	8	0
3927	5	5	0
3928	96	54	0
3929	85	36	0
3930	67	84	0
3931	68	79	0
3932	90	68	0
3933	25	39	0
3934	65	83	0
3935	14	68	0
3936	56	0	0
3937	78	83	0
3938	43	53	1
3939	20	14	0
3940	56	1	0
3941	72	9	0
3942	30	14	0
3943	52	86	0
3944	64	45	1
3945	94	94	0
3946	54	24	0
3947	50	0	0
3948	32	100	0
3949	26	30	1
3950	41	84	0
3951	98	27	0
3952	23	12	0
3953	56	60	1
3954	9	67	0
3955	2	78	0
3956	23	15	0
3957	5	74	0
3958	88	34	0
3959	36	67	1
3960	62	96	0
3961	71	96	0
3962	52	66	1
3963	1	15	0
3964	26	28	1
3965	69	6	0
3966	81	19	0
3967	91	33	0
3968	89	47	0
3969	69	10	0
3970	63	81	0
3971	13	17	0
3972	11	30	0
3973	71	13	0
3974	47	19	0
3975	3	27	0
3976	73	20	0
3977	43	44	1
3978	66	52	1
3979	18	28	0
3980	39	16	0
3981	46	25	0
3982	81	55	0
3983	36	0	0
3984	52	12	0
3985	79	9	0
3986	65	81	0
3987	60	87	0
3988	72	21	0
3989	35	43	1
3990	38	13	0
3991	71	40	1
3992	18	20	0
3993	1	29	0
3994	70	49	1
3995	55	22	0
3996	55	2	0
3997	58	50	1
3998	84	70	0
3999	35	81	0
4000	73	10	0
4001	12	12	0
4002	68	14	0
4003	41	55	1
4004	57	52	1
4005	100	41	0
4006	59	63	1
4007	43	33	1
4008	25	55	0
4009	49	58	1
4010	0	51	0
4011	31	4	0
4012	26	54	1
4013	9	81	0
4014	36	28	1
4015	25	83	0
4016	63	91	0
4017	76	40	0
4018	97	49	0
4019	65	91	0
4020	54	16	0
4021	1	39	0
4022	14	66	0
4023	31	94	0
4024	86	84	0
4025	89	7	0
4026	81	64	0
4027	49	39	1
4028	14	35	0
4029	92	15	0
4030	93	82	0
4031	16	90	0
4032	28	58	1
4033	21	46	0
4034	86	50	0
4035	83	49	0
4036	24	31	0
4037	44	82	0
4038	46	30	1
4039	15	31	0
4040	55	88	0
4041	59	7	0
4042	62	15	0
4043	68	82	0
4044	22	4	0
4045	19	75	0
4046	12	86	0
4047	90	42	0
4048	45	81	0
4049	96	38	0
4050	54	87	0
4051	2	14	0
4052	49	57	1
4053	56	74	1
4054	11	28	0
4055	20	5	0
4056	86	99	0
4057	3	15	0
4058	32	11	0
4059	16	34	0
4060	27	4	0
4061	51	80	0
4062	47	3	0
4063	51	63	1
4064	46	24	0
4065	91	30	0
4066	70	9	0
4067	81	37	0
4068	23	98	0
4069	93	100	0
4070	70	59	1
4071	98	74	0
4072	47	50	1
4073	96	24	0
4074	36	86	0
4075	92	98	0
4076	1	72	0
4077	96	58	0
4078	2	32	0
4079	46	47	1
4080	42	52	1
4081	84	32	0
4082	87	59	0
4083	22	93	0
4084	59	36	1
4085	90	20	0
4086	57	90	0
4087	92	26	0
4088	25	97	0
4089	69	76	0
4090	95	2	0
4091	1	64	0
4092	4	52	0
4093	11	30	0
4094	42	44	1
4095	61	86	0
4096	82	38	0
4097	89	36	0
4098	54	75	0
4099	41	71	1
4100	34	62	1
4101	79	88	0
4102	56	10	0
4103	26	71	1
4104	58	53	1
4105	74	26	1
4106	71	91	0
4107	48	77	0
4108	42	55	1
4109	11	64	0
4110	62	15	0
4111	42	41	1
4112	36	78	0
4113	100	88	0
4114	26	65	1
4115	80	2	0
4116	64	61	1
4117	52	11	0
4118	81	12	0
4119	27	67	1
4120	59	37	1
4121	33	23	0
4122	23	31	0
4123	1	75	0
4124	7	13	0
4125	30	72	1
4126	21	23	0
4127	23	89	0
4128	89	65	0
4129	16	79	0
4130	46	13	0
4131	7	63	0
4132	56	82	0
4133	82	19	0
4134	17	34	0
4135	50	71	1
4136	31	68	1
4137	99	69	0
4138	86	20	0
4139	27	78	0
4140	19	82	0
4141	77	19	0
4142	45	50	1
4143	49	84	0
4144	37	40	1
4145	76	11	0
4146	61	81	0
4147	62	11	0
4148	3	99	0
4149	39	57	1
4150	89	48	0
4151	65	3	0
4152	90	52	0
4153	76	4	0
4154	96	13	0
4155	17	46	0
4156	93	10	0
4157	56	37	1
4158	76	6	0
4159	97	18	0
4160	40	24	0
4161	100	3	0
4162	9	24	0
4163	42	65	1
4164	73	27	1
4165	45	45	1
4166	45	28	1
4167	27	88	0
4168	98	36	0
4169	70	27	1
4170	11	77	0
4171	78	82	0
4172	46	82	0
4173	48	81	0
4174	38	3	0
4175	94	43	0
4176	4	8	0
4177	1	92	0
4178	25	75	0
4179	58	39	1
4180	37	65	1
4181	96	82	0
4182	40	90	0
4183	93	96	0
4184	80	8	0
4185	27	94	0
4186	40	88	0
4187	83	34	0
4188	49	46	1
4189	41	34	1
4190	19	7	0
4191	82	77	0
4192	70	54	1
4193	2	0	0
4194	66	43	1
4195	29	70	1
4196	82	13	0
4197	87	24	0
4198	15	84	0
4199	81	43	0
4200	47	23	0
4201	94	97	0
4202	98	44	0
4203	93	22	0
4204	6	76	0
4205	93	96	0
4206	16	16	0
4207	87	12	0
4208	9	24	0
4209	47	70	1
4210	26	23	0
4211	23	80	0
4212	19	10	0
4213	82	44	0
4214	86	90	0
4215	36	97	0
4216	34	29	1
4217	99	95	0
4218	28	80	0
4219	73	56	1
4220	69	57	1
4221	33	31	1
4222	65	65	1
4223	42	40	1
4224	81	31	0
4225	41	29	1
4226	74	58	1
4227	28	67	1
4228	65	1	0
4229	65	53	1
4230	46	33	1
4231	56	91	0
4232	43	92	0
4233	3	95	0
4234	79	45	0
4235	78	65	0
4236	50	34	1
4237	35	94	0
4238	87	34	0
4239	57	57	1
4240	29	52	1
4241	73	37	1
4242	37	54	1
4243	36	22	0
4244	49	39	1
4245	43	74	1
4246	12	65	0
4247	58	8	0
4248	21	73	0
4249	7	16	0
4250	70	36	1
4251	96	24	0
4252	34	46	1
4253	70	30	1
4254	89	31	0
4255	11	21	0
4256	84	15	0
4257	59	34	1
4258	7	57	0
4259	8	21	0
4260	93	80	0
4261	75	78	0
4262	73	76	0
4263	86	98	0
4264	55	41	1
4265	53	100	0
4266	74	72	1
4267	68	34	1
4268	20	93	0
4269	42	26	1
4270	39	64	1
4271	99	26	0
4272	53	32	1
4273	28	99	0
4274	35	42	1
4275	98	100	0
4276	73	37	1
4277	19	72	0
4278	81	93	0
4279	32	73	1
4280	65	35	1
4281	53	1	0
4282	8	6	0
4283	57	95	0
4284	30	1	0
4285	77	100	0
4286	72	24	0
4287	13	45	0
4288	20	83	0
4289	92	55	0
4290	52	33	1
4291	52	83	0
4292	84	65	0
4293	89	3	0
4294	13	37	0
4295	69	66	1
4296	91	66	0
4297	52	56	1
4298	31	69	1
4299	27	11	0
4300	43	43	1
4301	27	19	0
4302	62	4	0
4303	25	92	0
4304	73	82	0
4305	35	36	1
4306	3	82	0
4307	24	55	0
4308	68	31	1
4309	88	72	0
4310	77	33	0
4311	44	11	0
4312	54	69	1
4313	43	21	0
4314	65	73	1
4315	12	12	0
4316	80	54	0
4317	59	1	0
4318	16	14	0
4319	67	37	1
4320	0	94	0
4321	80	67	0
4322	41	76	0
4323	17	76	0
4324	58	100	0
4325	85	1	0
4326	93	19	0
4327	20	85	0
4328	98	89	0
4329	43	0	0
4330	72	4	0
4331	9	29	0
4332	25	18	0
4333	86	57	0
4334	28	83	0
4335	13	69	0
4336	30	84	0
4337	65	48	1
4338	83	30	0
4339	51	90	0
4340	1	52	0
4341	9	20	0
4342	54	27	1
4343	42	98	0
4344	7	48	0
4345	17	87	0
4346	59	12	0
4347	1	82	0
4348	81	86	0
4349	77	7	0
4350	20	7	0
4351	72	53	1
4352	58	22	0
4353	0	29	0
4354	22	63	0
4355	43	85	0
4356	9	64	0
4357	49	3	0
4358	78	64	0
4359	37	29	1
4360	54	80	0
4361	9	50	0
4362	13	20	0
4363	54	52	1
4364	92	53	0
4365	65	62	1
4366	46	88	0
4367	65	63	1
4368	66	70	1
4369	40	12	0
4370	89	57	0
4371	69	15	0
4372	24	53	0
4373	46	57	1
4374	79	56	0
4375	19	38	0
4376	40	33	1
4377	4	77	0
4378	53	51	1
4379	80	26	0
4380	63	65	1
4381	80	18	0
4382	79	62	0
4383	28	54	1
4384	39	6	0
4385	78	30	0
4386	90	82	0
4387	99	21	0
4388	86	12	0
4389	42	66	1
4390	75	51	0
4391	34	12	0
4392	60	22	0
4393	81	69	0
4394	41	65	1
4395	51	54	1
4396	3	16	0
4397	30	17	0
4398	31	74	1
4399	83	88	0
4400	6	97	0
4401	44	72	1
4402	100	20	0
4403	95	17	0
4404	100	13	0
4405	30	30	1
4406	37	93	0
4407	95	35	0
4408	53	86	0
4409	71	54	1
4410	29	70	1
4411	77	22	0
4412	96	23	0
4413	82	86	0
4414	28	37	1
4415	87	71	0
4416	43	28	1
4417	65	22	0
4418	69	68	1
4419	87	75	0
4420	8	63	0
4421	87	70	0
4422	65	80	0
4423	88	2	0
4424	94	39	0
4425	50	31	1
4426	3	64	0
4427	42	15	0
4428	41	45	1
4429	31	48	1
4430	43	82	0
4431	9	58	0
4432	74	100	0
4433	54	23	0
4434	68	70	1
4435	74	9	0
4436	95	53	0
4437	79	22	0
4438	2	3	0
4439	10	26	0
4440	38	83	0
4441	85	40	0
4442	12	80	0
4443	97	56	0
4444	11	18	0
4445	64	17	0
4446	45	96	0
4447	89	76	0
4448	24	75	0
4449	32	7	0
4450	61	92	0
4451	63	6	0
4452	36	39	1
4453	40	84	0
4454	27	74	1
4455	30	15	0
4456	18	29	0
4457	2	70	0
4458	18	87	0
4459	96	44	0
4460	63	72	1
4461	89	43	0
4462	68	98	0
4463	50	96	0
4464	66	58	1
4465	94	13	0
4466	19	69	0
4467	45	46	1
4468	88	20	0
4469	33	72	1
4470	96	66	0
4471	8	45	0
4472	96	41	0
4473	2	4	0
4474	95	6	0
4475	3	52	0
4476	17	58	0
4477	58	81	0
4478	98	29	0
4479	82	80	0
4480	24	79	0
4481	13	21	0
4482	71	3	0
4483	79	37	0
4484	2	93	0
4485	13	86	0
4486	28	5	0
4487	37	59	1
4488	13	54	0
4489	96	50	0
4490	71	71	1
4491	47	45	1
4492	55	69	1
4493	56	61	1
4494	60	3	0
4495	63	93	0
4496	53	92	0
4497	4	60	0
4498	46	63	1
4499	16	90	0
4500	53	21	0
4501	40	70	1
4502	96	46	0
4503	80	56	0
4504	20	28	0
4505	49	71	1
4506	64	15	0
4507	33	56	1
4508	42	99	0
4509	61	90	0
4510	78	38	0
4511	42	48	1
4512	67	20	0
4513	6	65	0
4514	53	67	1
4515	31	29	1
4516	59	96	0
4517	60	31	1
4518	49	81	0
4519	87	72	0
4520	84	34	0
4521	79	58	0
4522	92	97	0
4523	98	69	0
4524	13	68	0
4525	48	51	1
4526	26	51	1
4527	25	60	0
4528	67	56	1
4529	66	79	0
4530	45	79	0
4531	52	67	1
4532	17	63	0
4533	98	52	0
4534	26	44	1
4535	50	32	1
4536	43	49	1
4537	96	50	0
4538	82	24	0
4539	14	9	0
4540	11	70	0
4541	10	19	0
4542	86	13	0
4543	82	68	0
4544	60	97	0
4545	56	7	0
4546	24	87	0
4547	8	71	0
4548	43	14	0
4549	20	35	0
4550	57	51	1
4551	48	11	0
4552	66	19	0
4553	42	4	0
4554	78	90	0
4555	77	94	0
4556	84	10	0
4557	36	55	1
4558	26	89	0
4559	35	1	0
4560	34	72	1
4561	50	48	1
4562	45	5	0
4563	87	99	0
4564	45	44	1
4565	65	12	0
4566	89	37	0
4567	32	27	1
4568	53	25	0
4569	14	58	0
4570	58	15	0
4571	21	47	0
4572	100	18	0
4573	65	21	0
4574	53	85	0
4575	76	80	0
4576	41	96	0
4577	79	90	0
4578	23	79	0
4579	17	19	0
4580	2	42	0
4581	10	100	0
4582	54	76	0
4583	47	57	1
4584	32	1	0
4585	89	90	0
4586	15	46	0
4587	39	66	1
4588	6	87	0
4589	34	6	0
4590	66	29	1
4591	51	58	1
4592	24	24	0
4593	90	93	0
4594	0	27	0
4595	32	53	1
4596	9	93	0
4597	12	40	0
4598	32	21	0
4599	73	42	1
4600	24	50	0
4601	27	56	1
4602	39	20	0
4603	68	27	1
4604	70	72	1
4605	92	99	0
4606	3	82	0
4607	66	90	0
4608	75	39	0
4609	31	70	1
4610	40	43	1
4611	32	40	1
4612	63	4	0
4613	33	98	0
4614	98	11	0
4615	39	18	0
4616	61	51	1
4617	1	14	0
4618	50	82	0
4619	37	69	1
4620	100	10	0
4621	50	74	1
4622	81	80	0
4623	73	2	0
4624	74	9	0
4625	67	78	0
4626	40	4	0
4627	68	63	1
4628	92	12	0
4629	74	49	1
4630	96	90	0
4631	43	9	0
4632	20	91	0
4633	28	73	1
4634	30	93	0
4635	20	1	0
4636	12	61	0
4637	99	97	0
4638	82	38	0
4639	53	38	1
4640	11	9	0
4641	11	43	0
4642	96	29	0
4643	91	37	0
4644	5	82	0
4645	99	61	0
4646	98	49	0
4647	15	90	0
4648	5	47	0
4649	23	83	0
4650	15	26	0
4651	40	51	1
4652	5	90	0
4653	69	45	1
4654	53	13	0
4655	61	72	1
4656	23	61	0
4657	12	65	0
4658	79	84	0
4659	98	12	0
4660	60	61	1
4661	22	35	0
4662	70	18	0
4663	97	13	0
4664	57	65	1
4665	28	4	0
4666	53	5	0
4667	43	24	0
4668	11	88	0
4669	53	70	1
4670	19	54	0
4671	22	17	0
4672	25	33	0
4673	4	20	0
4674	13	12	0
4675	5	80	0
4676	32	7	0
4677	13	80	0
4678	2	14	0
4679	47	100	0
4680	43	33	1
4681	23	48	0
4682	92	88	0
4683	89	83	0
4684	77	65	0
4685	52	72	1
4686	51	7	0
4687	28	7	0
4688	7	19	0
4689	77	84	0
4690	41	43	1
4691	86	80	0
4692	74	80	0
4693	28	34	1
4694	87	19	0
4695	52	81	0
4696	24	21	0
4697	12	15	0
4698	20	37	0
4699	49	58	1
4700	19	56	0
4701	9	12	0
4702	70	50	1
4703	78	57	0
4704	1	36	0
4705	48	64	1
4706	61	47	1
4707	68	84	0
4708	9	30	0
4709	22	52	0
4710	9	67	0
4711	25	80	0
4712	6	39	0
4713	64	98	0
4714	88	17	0
4715	76	43	0
4716	78	1	0
4717	10	45	0
4718	90	71	0
4719	15	73	0
4720	67	69	1
4721	20	30	0
4722	81	46	0
4723	8	37	0
4724	15	17	0
4725	67	85	0
4726	59	85	0
4727	62	44	1
4728	54	64	1
4729	69	19	0
4730	82	22	0
4731	41	66	1
4732	67	54	1
4733	88	83	0
4734	56	27	1
4735	48	16	0
4736	26	29	1
4737	64	12	0
4738	74	28	1
4739	41	36	1
4740	55	47	1
4741	57	0	0
4742	87	99	0
4743	97	57	0
4744	42	35	1
4745	93	52	0
4746	7	37	0
4747	15	25	0
4748	78	97	0
4749	77	97	0
4750	26	16	0
4751	63	2	0
4752	89	95	0
4753	70	88	0
4754	46	3	0
4755	62	77	0
4756	45	69	1
4757	95	99	0
4758	91	63	0
4759	38	46	1
4760	78	45	0
4761	55	37	1
4762	37	97	0
4763	87	39	0
4764	64	71	1
4765	93	67	0
4766	75	88	0
4767	0	31	0
4768	36	10	0
4769	37	84	0
4770	42	88	0
4771	85	75	0
